colour_name,hex_value,api_featured_image,brand,category,created_at,currency,description,id,image_link,name,price,price_sign,product_api_url,product_link,product_type,rating,tag_list,updated_at,website_link,distances
Luv Me Gently ,#EE8581,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/469/original/open-uri20171223-4-i60yfu?1514063322,,powder,2016-10-01 18:35:28.524,,"Create naturally flushed looking cheeks with Saint Cosmetics' blush formulations. Designed to be worn alone or layered for more depth.Features: An ultra-blendable blush with a long-lasting formulaSilky smooth finishCreates a multi-dimensional lookMade in Canada from naturally derived ingredientsChemical Free, Vegan, Gluten Free",469,"https://d3t32hsnjxo7q6.cloudfront.net/i/ed6e230c6394a3c6d1904fcd02a4ae3a_ra,w158,h184_pa,w158,h184.png",Saint Cosmetics Blush,28.96,,http://makeup-api.herokuapp.com/api/v1/products/469.json,https://well.ca/products/saint-cosmetics-blush_116825.html,blush,,"[Canadian, Gluten Free, Vegan, Natural]",2017-12-23 21:08:42.899,https://well.ca,83.6301381082203
Pink Parfait,#E1BFC0,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/001/035/original/open-uri20180630-4-n6wb0y?1530390383,rejuva minerals,powder,2018-06-30 19:19:31.909,USD,"Our Multi Purpose Pressed Powders may be used for blush or eye shadow. Blended with antioxidants from Certified Organic Fruits, Berries &amp; Botanicals*. Made without any gluten containing ingredients. Mica free Pink Parfait and Papaya will offer a natural, ultra sheer semi-matte finish. The petals from beautiful crushed red roses that are found in Pink Parfait, are valued for their natural color and delightful aroma that they provide! Acai Berry will offer a natural, ultra sheer satin finish (mica added). VEGAN. Image one is Pink Parfait. Image two is Papaya, and image three is Acai Berry. Model in image four is wearing Papaya. Model in image five is wearing Acai Berry. To see a demonstration of Papaya, click on the video and fast forward to 3:44. Enjoy! This product is EWG VERIFIED&#x2122; and rated 'CLEAN'in the Think Dirty app! BPA and Phthalate free packaging. Plastic parts of compacts are recyclable. *Tiny flecks of fruit and botanical particles may be visible in powder. Pink Parfait and Papaya are Titanium Dioxide and Mica free. Net Weight: 2.8 gm.",1035,https://www.purpicks.com/wp-content/uploads/2018/06/Rejuva-Minerals-Multi-Purpose-Powder-Blush-_-Eye-1.jpg,Multi Purpose Powder - Blush & Eye,0.0,$,http://makeup-api.herokuapp.com/api/v1/products/1035.json,https://www.purpicks.com/product/rejuva-minerals-multi-purpose-powder-blush-eye/,blush,,"[No Talc, Hypoallergenic, EWG Verified, purpicks]",2018-09-02 22:52:06.855,https://purpicks.com/,83.98809439438426
Strictly Chic,#E18866,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/915/original/open-uri20171224-4-uv4oww?1514082622,nyx,,2017-12-24 02:28:28.955,USD,"Treat your cheeks to a radiant flush of color with our Ombré Blush, a new gradient blush inspired by the ombré trend. This must-have formula features two silky colors blended into one perfectly coordinated shade combo. (It’s like they were meant for each other.)",915,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dw87fb4a6b/ProductImages/2016/Face/Ombre_Blush/ombreblush_main.jpg?sw=390&sh=390&sm=fit,Ombre Blush,10.0,$,http://makeup-api.herokuapp.com/api/v1/products/915.json,https://www.nyxcosmetics.com/ombre-blush/NYX_318.html?cgid=blush,blush,,[],2017-12-24 02:30:22.315,https://www.nyxcosmetics.com,84.90583018850944
Hot Tamale ,#ee9cb1,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/414/original/open-uri20171223-4-cjvuw0?1514063320,maybelline,cream,2016-10-01 18:34:17.251,,"Now, blush has bounce! Freshest flush ever:• New bouncy texture is formulated with silicone elastomers• Lightweight like a powder, yet melts seamlessly into skin like a cream giving you a fresh flush• Dermatologist tested• Allergy tested• Non-comedogenic
                    
                    
                    
                        
                        For best results: With your fingertips, blend a small amount of
 blush onto the apples of your cheeks, applying from your cheekbones to 
your temples. To build colour intensity, apply more blush. 
                    ",414,"https://d3t32hsnjxo7q6.cloudfront.net/i/51eacb9efebbaee39399e65ffe3d9416_ra,w158,h184_pa,w158,h184.png",Maybelline Dream Bouncy Blush,11.99,,http://makeup-api.herokuapp.com/api/v1/products/414.json,https://well.ca/products/maybelline-dream-bouncy-blush_50689.html,blush,4.5,[],2017-12-23 21:08:40.418,https://well.ca,85.16454661418682
Cheeky Cherub ,#F591A6,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/469/original/open-uri20171223-4-i60yfu?1514063322,,powder,2016-10-01 18:35:28.524,,"Create naturally flushed looking cheeks with Saint Cosmetics' blush formulations. Designed to be worn alone or layered for more depth.Features: An ultra-blendable blush with a long-lasting formulaSilky smooth finishCreates a multi-dimensional lookMade in Canada from naturally derived ingredientsChemical Free, Vegan, Gluten Free",469,"https://d3t32hsnjxo7q6.cloudfront.net/i/ed6e230c6394a3c6d1904fcd02a4ae3a_ra,w158,h184_pa,w158,h184.png",Saint Cosmetics Blush,28.96,,http://makeup-api.herokuapp.com/api/v1/products/469.json,https://well.ca/products/saint-cosmetics-blush_116825.html,blush,,"[Canadian, Gluten Free, Vegan, Natural]",2017-12-23 21:08:42.899,https://well.ca,85.21736912155878
939 Rose Libertine,#D88D8C,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/684/original/open-uri20171223-4-14490w0?1514062728,dior,,2017-12-03 23:22:32.065,GBP,The iconic blush from the House of Dior: the new colour accessory for face makeup with style.,684,https://www.dior.com/beauty/version-5.1432748111912/resize-image/ep/0/390/100/0/packshots%252FPDG_Y0715255.jpg,Diorblush,32.5,£,http://makeup-api.herokuapp.com/api/v1/products/684.json,https://www.dior.com/beauty/en_gb/fragrance-beauty/makeup/face/blush/pr-blush-y0715255_f071525556-vibrant-colour-powder-blush.html,blush,,[],2017-12-23 20:58:48.374,https://www.dior.com,85.901105930017
Intuition,#E58581,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/916/original/open-uri20171224-4-12rfxs8?1514082623,nyx,,2017-12-24 02:28:30.659,USD,A high definition lightweight blush that blends evenly. This vibrant and silky blush delivers a beautiful flush of color and is paraben free.,916,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dw565af449/ProductImages/Face/High_Definition_Blush/highdefinitionblush_main.jpg?sw=390&sh=390&sm=fit,High Definition Blush,6.5,$,http://makeup-api.herokuapp.com/api/v1/products/916.json,https://www.nyxcosmetics.com/high-definition-blush/NYX_178.html?cgid=blush,blush,,[],2017-12-24 02:30:23.527,https://www.nyxcosmetics.com,85.9127464349732
Intuition,#E58581,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/922/original/open-uri20171224-4-1fun686?1514082642,nyx,,2017-12-24 02:28:44.070,USD,,922,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dw587b93a7/ProductImages/Face/High_Definition_Pro_Blush_Refills/highdefinitionproblushrefills_main.jpg?sw=390&sh=390&sm=fit,High Definition Blush Pro Refills,6.0,$,http://makeup-api.herokuapp.com/api/v1/products/922.json,https://www.nyxcosmetics.com/high-definition-blush-pro-refills/NYX_254.html?cgid=blush,blush,,[],2017-12-24 02:30:42.574,https://www.nyxcosmetics.com,85.9127464349732
Pink Fetish,#F2BDC7,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/918/original/open-uri20171224-4-1g2payx?1514082631,nyx,,2017-12-24 02:28:34.896,USD,Baked to sheer perfection this luxurious formula is packed full of pigments to provide a natural glow and highlight to the face. Uniquely designed to be used wet or dry depending upon the makeup statement you want to make. When used dry with a brush the look is light and fresh. Want more color? No Problem! Apply wet with a makeup sponge for more intensity.,918,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dwfdfb0cd6/ProductImages/Face/Baked_Blush/800897824181_bakedblush_fullonfemme_main.jpg?sw=390&sh=390&sm=fit,Baked Blush,7.0,$,http://makeup-api.herokuapp.com/api/v1/products/918.json,https://www.nyxcosmetics.com/baked-blush/NYX_128.html?cgid=blush,blush,,[],2017-12-24 02:30:31.495,https://www.nyxcosmetics.com,86.70640114778148
Bronzed Clove ,#d88a66,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/437/original/data?1514063324,pure anada,powder,2016-10-01 18:34:42.997,,"Pure Anada is pleased to bring you a lovely selection of convenient pressed mineral colors!    You’ll love the silky texture and longevity of these highly wearable cheek colors.Mineral pigments and organic Jojoba are pressed together to create a natural makeup product. You can have confidence that you are making a beautiful, healthy choice!Pure Anada pressed colors are designed to be inserted into customizable magnetic compacts like the Pure Ananda Reusable Magnetic Compact. Design your own palette!  Shades:Ingredients: Mica (CI 77019), Iron Oxides (CI 77492, CI 77499) Calcium Carbonate, Caprylic Triglyceride *Simmondsia Chinensis (Jojoba seed oil) Ultramarines (CI 77007), Titanium Dioxide (CI 77891) * Certified Organic IngredientVegan, Gluten Free, Non-GMO, Dairy Free, Peanut Free, Natural",437,"https://d3t32hsnjxo7q6.cloudfront.net/i/43071cd57ecffc55c1e0bff29278c3a7_ra,w158,h184_pa,w158,h184.jpeg",Pure Anada Pressed Mineral Cheek Colour Pan,12.0,,http://makeup-api.herokuapp.com/api/v1/products/437.json,https://well.ca/products/pure-anada-pressed-mineral-cheek_83224.html,blush,4.4,"[Canadian, Non-GMO, Gluten Free, Vegan, Natural]",2017-12-23 21:08:44.981,https://well.ca,86.7294644281861
Boho Chic (CB11) Light Blue-Toned Pink ,#E4878D,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/420/original/open-uri20171223-4-1w3nykx?1514063321,nyx,cream,2016-10-01 18:34:24.983,,"NYX Rough Cream Blush is a long-lasting, sheer blusher color in a velvety smooth cream.Features:Provides radiant, long-lasting color and a fresh, dewy glowFormula is infused with minerals that hydrate and condition the skinLong-lasting color in the form of a velvety smooth cream",420,"https://d3t32hsnjxo7q6.cloudfront.net/i/7e559a82a8c8b56d75ae5f108d8449ba_ra,w158,h184_pa,w158,h184.png",NYX Rouge Cream Blush,9.99,,http://makeup-api.herokuapp.com/api/v1/products/420.json,https://well.ca/products/nyx-rouge-cream-blush_105937.html,blush,2.0,[],2017-12-23 21:08:41.488,https://well.ca,86.86771552193599
Boho Chic,#E4878F,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/920/original/open-uri20171224-4-11ndp61?1514082635,nyx,,2017-12-24 02:28:39.285,USD,More delicious than peaches and cream? We like to think so. Our velvety smooth mineral Rouge Cream Blush offers a sheer wash of radiant color. The glorious payoff is dewy sultry and long-lasting.,920,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dw91979480/ProductImages/Face/Rouge_Cream_Blush/rougecreamblush_main.jpg?sw=390&sh=390&sm=fit,Rouge Cream Blush,6.0,$,http://makeup-api.herokuapp.com/api/v1/products/920.json,https://www.nyxcosmetics.com/rouge-cream-blush/NYX_010.html?cgid=blush,blush,,[],2017-12-24 02:30:35.745,https://www.nyxcosmetics.com,87.4414089547967
Peaching To The Choir ,#EC8389,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/469/original/open-uri20171223-4-i60yfu?1514063322,,powder,2016-10-01 18:35:28.524,,"Create naturally flushed looking cheeks with Saint Cosmetics' blush formulations. Designed to be worn alone or layered for more depth.Features: An ultra-blendable blush with a long-lasting formulaSilky smooth finishCreates a multi-dimensional lookMade in Canada from naturally derived ingredientsChemical Free, Vegan, Gluten Free",469,"https://d3t32hsnjxo7q6.cloudfront.net/i/ed6e230c6394a3c6d1904fcd02a4ae3a_ra,w158,h184_pa,w158,h184.png",Saint Cosmetics Blush,28.96,,http://makeup-api.herokuapp.com/api/v1/products/469.json,https://well.ca/products/saint-cosmetics-blush_116825.html,blush,,"[Canadian, Gluten Free, Vegan, Natural]",2017-12-23 21:08:42.899,https://well.ca,87.46427842267951
color 2,#D58A68,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/441/original/data?1514063325,e.l.f.,powder,2016-10-01 18:34:49.620,,"This beautiful blush palette holds 4 gorgeous shades to mix and match 
throughout the year for a custom blended color. Great for contouring, 
shading, sculpting, and highlighting, these silky smooth blushes create a
 beautiful pigmented glow. With a mixture of complimentary matte and 
shimmer finishes, you can achieve a professional look every time.Ingredients: Mica, Talc, Ethylhexyl Palmitate, Silica, Nylon-12, PTFE, Zince Stearate, Dimethicone, Tocopheryl Acetate (Ve).
MAY CONTAIN: Titanium Dioxide (CI 77891), Iron OXides (CI 77491, 
CI 77492, CI 77499), Red 7 Lake (CI 15850), Ultramarines (CI 77007), Red
 6 Lake (CI 15850), Red 28 Lake (CI 45410). ",441,"https://d3t32hsnjxo7q6.cloudfront.net/i/9afdb02a47f0a04fe1f7aa78c5a49f63_ra,w158,h184_pa,w158,h184.jpg",e.l.f. Studio Blush Palette Light,9.99,,http://makeup-api.herokuapp.com/api/v1/products/441.json,https://well.ca/products/elf-studio-blush-palette-light_99360.html,blush,4.7,[Vegan],2017-12-23 21:08:45.339,https://well.ca,87.80091115700337
02-Rose D'oro (Pink & Gold Shimmer) ,#EC8079,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/435/original/open-uri20171223-4-1dbovcq?1514063324,milani,powder,2016-10-01 18:34:41.358,,"This silky blush with benefits can be used so many ways. It shapes, it contours, it highlights. Sunbaked on Italian terracotta tiles, it’s buildable from sheer to vibrant. Yes, it adds a cheeky pop of colour to your complexion. Radiance and warmth, too.Features:Multi-purpose: shapes, contours and highlights cheeksEasy to use for a perfect radiant finishMirror & brush applicator includedStreak-freeBuildable from sheer to vibrantApplication: Glide brush through color and lightly tap off excess powder. Lightly apply to cheeks, forehead, chin and/or nose and blend well for a soft glow.Ingredients: Talc, Mica, Glyceryl Ethylhexanoate/Stearate/Adipate, Dimethicone, Octyldodecyl Stearoyl Stearate, Isopropyl Myristate, Polyacrylamide, C13-14 Isoparaffin, Laureth-7, Sorbitan Stearate, Zea Mays (Corn) Starch, Lauroyl Lysine, Magnesium Aluminum Silicate, Cetearyl Ethylhexanoate, Sodium Dehydroacetate, Nylon-12, Imidazolidinyl Urea, Methylparaben, Silica, Ethylparaben, Propylparaben, Butylparaben, Titanium Dioxide (CI 77891), Iron Oxide (CI 77491). +/- May Contain: Iron Oxide (CI 77492, CI 77499), Yellow 5 (CI 19140), Red 7 (CI 15850), Yellow 6 (CI 15985), Carmine (CI 75470), Ultramarines (CI 77007). Shade Range: ",435,"https://d3t32hsnjxo7q6.cloudfront.net/i/4ae353dcae46e9b97c4915566fc9190a_ra,w158,h184_pa,w158,h184.png",Milani Baked Blush,7.99,,http://makeup-api.herokuapp.com/api/v1/products/435.json,https://well.ca/products/milani-baked-blush_32703.html,blush,4.7,[],2017-12-23 21:08:44.433,https://well.ca,88.16461875378354
Ladylike,#FAD1CD,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/918/original/open-uri20171224-4-1g2payx?1514082631,nyx,,2017-12-24 02:28:34.896,USD,Baked to sheer perfection this luxurious formula is packed full of pigments to provide a natural glow and highlight to the face. Uniquely designed to be used wet or dry depending upon the makeup statement you want to make. When used dry with a brush the look is light and fresh. Want more color? No Problem! Apply wet with a makeup sponge for more intensity.,918,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dwfdfb0cd6/ProductImages/Face/Baked_Blush/800897824181_bakedblush_fullonfemme_main.jpg?sw=390&sh=390&sm=fit,Baked Blush,7.0,$,http://makeup-api.herokuapp.com/api/v1/products/918.json,https://www.nyxcosmetics.com/baked-blush/NYX_128.html?cgid=blush,blush,,[],2017-12-24 02:30:31.495,https://www.nyxcosmetics.com,88.28363381737297
Coral Cove ,#FF818D,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/436/original/open-uri20171223-4-192jbo8?1514063324,milani,powder,2016-10-01 18:34:42.205,,"Now this is a blush that deserves to be seen! Gorgeous in the compact, even prettier on cheeks, this petal soft, natural-finish powder shapes, contours and highlights. Streaks? Never. Easy to use? Always. In ultra-flattering shades that you just can’t live without.Features:Real rose petals are crushed and micro-milled into the powder to naturally enhance every skin toneEasy to use, streak-free, shapes & contoursSuitable for all skin typesMade in ItalyStreak-freeApplication: Glide a brush through the color and lightly tap off excess powder. Lightly apply to cheeks, forehead, chin and/or nose and blend well for a soft glow. Ingredients:  Talc, Synthetic Wax, Aluminum Starch, Octenylsuccinate, Hydoxylated Lanolin, Isopropyl Lanoate, Petrolatum, Cyclomethicone,, Lanolin Alcohol, Cetyl Actate, Acetylated Lanolin Alcohol, Methylparabne, Proprylparaben. +/- May Contain: Synthetic Flourphlogopite, Mica, Tin Oxide, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Yellow 5 (CI 19140), Red 7 (CI 15850), Red 28 (CI 45410), Red 36 (CI 12085), Blue 1 (CI 42090), Carmine (CI 75470), Ultamarines (CI 77007), Ferric Ferrocyanide (CI 77510), Manganese Violet (CI 77742). ",436,"https://d3t32hsnjxo7q6.cloudfront.net/i/4c9db52b5d1cf54fe74fc60b00ffdaa1_ra,w158,h184_pa,w158,h184.png",Milani Rose Powder Blush,9.99,,http://makeup-api.herokuapp.com/api/v1/products/436.json,https://well.ca/products/milani-rose-powder-blush_101161.html,blush,4.6,[],2017-12-23 21:08:44.788,https://well.ca,88.32326986700618
